	NR	Malgruppe	Alder	Region	Kjonnsidentitet	KID_egne_ord	Cis	Spesifiser_Cis	Pronomener	Intersex	Seksuell_orientering_1	Seksuell_orientering_2	Seksuell_orientering_3	Seksuell_orientering_4	Seksuell_orientering_5	Seksuell_orientering_6	Seksuell_orientering_7	Seksuell_orientering_8	SO_egne_ord	Annen_RO	RO_1	RO_2	RO_3	RO_4	RO_5	RO_6	RO_7	RO_8	RO_egne_ord	Synlig_Skeiv_1	Synlig_Skeiv_2	Synlig_Skeiv_3	Synlig_Skeiv_4	Synlig_Skeiv_5	Skeiv_ID	Marginalisert_ident	Spesifiser_marg_ident	Sist_besok	Hyppighet	Urban	Deichman	Valgt_andre_bib	UV	UBU	Andre_temaer	Arr	utlan	bla_i	datamaskin	still_spm	utrygt	m_med_respekt	feilkjonnet	antatt_orientering	Interaksjon_bibansatt_1	Interaksjon_bibansatt_2	Interaksjon_bibansatt_3	Interaksjon_bibansatt_4	Interaksjon_brukere_1	Interaksjon_brukere_2	Interaksjon_brukere_3	Interaksjon_brukere_4	Utvalg_KID	Utvalg_Orientering	Utvalg_Intersex	Utvalg_lykkelig	Utvalg_fag	Aldri_tenkt	Utrygt_stille_spm	Rep_matters_B	Bib_pleier_ha	Alltid_velkommen	Trygge_rom_gen_B	Ingen_rolle	Ingenting_tilby	Bibs_ansvar	Minoritetsstress_ansatte	Minoritetsstress_brukere	Lhbtiq_vennlig	Rom_for_forbedring	Andre_brukere	Helt_meg_selv	Ikke_velkommen	Ingen_rolle_IB	Trygge_rom_pers_IB	Trygge_rom_gen_IB	Godt_utvalg	Skeiv_medieforbruk_pos	Skeiv_medieforbruk_neg	Rep_matters_IB	Mer_skj_item	Mer_skj_skaper	Mer_skj_mangfold	Mer_faglitt	Mer_BU	Bedre_gjenfinning	Info	Kompetanseheving	Apne_ansatte	Tredje_KI	Selvbestemt_KID	Endre_KID	Toaletter	Pronomen_bruk	Nulltoleranse	Skilting	Behov_kompetanseheving	Overall_tilfredshet	Svartid
452	12639378	Y	30-44	O	K		NONE	Jeg er biologisk kvinne, men identifiserer meg ikke som «cis» fordi det i dikterer at jeg aksepterer et kjønnsrollemønster jeg ikke føler meg hjemme i.	Hun/henne	N			Bi							N													N		2.0	N		Mindre enn 3 måneder siden	40 ganger eller mer	Y	N	N	1.0	1.0	1.0	0.0	0.0	0.0	-2.0	-1.0	-2.0	2.0	N	U	Y_Pos				Y_Pos				1.0	1.0		1.0	2.0	-1.0	-2.0	0.0	2.0	2.0	2.0	2.0	-2.0	-1.0	-2.0	-2.0	2.0	-2.0	2.0	-1.0									-2	-2	-2	-2	-2	-2	1	-2	-2	-2	-2	-2	-2	-2	2	-2	2.0	7.0	21 minutter 55 sekunder
453	12639379	Y	30-44	S	M		Y		han	N				LG					homse	N													N		0.0	N		3-6 år siden	1-2 ganger	Y	N	N					-2.0	-2.0	-2.0	-2.0	-2.0	2.0	N	N				N				N	0.0	0.0		0.0	1.0	1.0	-2.0	-2.0		2.0	2.0	2.0	0.0	-1.0	-2.0	-2.0	2.0	-2.0		2.0									-1	-1	-1	1	2	-1	0	-1	0	-1	-2	1	0	-2	1	1	2.0	5.0	7 minutter 40 sekunder
454	12639451	Y	16-29	O	K		SU		Hun/henne	N			Bi		Q				Skeiv.	N														U	2.0	N		Mindre enn 3 måneder siden	40 ganger eller mer	N	N	Y	2.0	0.0	0.0	0.0	0.0	0.0	-2.0	-1.0	-2.0	2.0	N	N	Y_Pos	Y_Neg			Y_Pos	Y_Neg			-1.0	-1.0	-1.0	-2.0	-1.0	-2.0	-2.0	1.0	1.0	2.0	2.0	1.0	-2.0	1.0	-1.0	-2.0	2.0	1.0	1.0	1.0									1	1	1	2	2	1	1	-1	1	2	1	1	1	1	2	0	6.0	5.0	14 minutter 5 sekunder
455	12639608	Y	Over_60	O	M	Mann	Y		Han/Ham	N			Bi						Forvirret	N												I			-2.0	N		6 år siden eller mer																																													-2.0	2.0	-2.0	2.0	0.0	1.0	1.0	-2.0	1	0	1	1	1	1	-1	0	0	-2	-2	-2	-2	-2	2	0			10 minutter 1 sekund
456	12639642	Y	16-29	O	K		Y		Hun/henne	N				LG	Q				Homo/skeiv	SU		Het								Y					2.0	N		6 år siden eller mer																																													-2.0	2.0	0.0	0.0	0.0	1.0	-1.0	-1.0	0	0	0	1	2	0	1	0	0	2	2	2	2	1	2	1			7 minutter 1 sekund
457	12639875	Y	45-60	O	M		Y		Han	N				LG	Q					N											S				-1.0	N		Mindre enn 3 måneder siden	40 ganger eller mer		Y	N	-1.0	-1.0	-1.0	-1.0	0.0	0.0	0.0	-2.0	0.0	1.0	N	Y		Y_Neg			Y_Pos	Y_Neg			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0									0	0	1	0	1	1	2	1	2	2	0	0	0	0	0	0	7.0	6.0	6 minutter 51 sekunder
458	12640527	Y	30-44	O	NONE	Flytende	NONE	Flytende	Varierer	U						Fluid				Y								NONE	metaromantisk			I			0.0	Y		Mindre enn 3 måneder siden	10-19 ganger		Y	N	2.0	1.0	2.0	2.0	-1.0	-2.0	-2.0	0.0	-2.0	2.0	N	N				N				N					2.0	2.0	-2.0					2.0	-2.0	-2.0	-2.0	-2.0	2.0	-2.0	-2.0	2.0									-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	2	-2	1.0	7.0	32 minutter 17 sekunder
459	12640916	Y	30-44	V	K		Y		hun	N				LG						N										Y					2.0	Y		Mindre enn 3 måneder siden	20-39 ganger	N	N	Y	-2.0	-2.0	-2.0	-2.0	0.0	-1.0	-2.0	-2.0	-2.0	2.0	N	N				N		Y_Neg			2.0	-1.0		-1.0	-1.0	-1.0	-2.0	2.0	0.0	2.0	2.0	2.0	-1.0	2.0	1.0	1.0	2.0	2.0	2.0	2.0									2	2	2	2	2	0	1	1	1	2	2	2	1	1	2	2	6.0	3.0	14 minutter 40 sekunder
460	12640927	Y	30-44	O	M		Y		Han	N				LG						N												I			0.0	N		Mindre enn 3 måneder siden	6-9 ganger		Y	N	0.0	0.0	0.0	-2.0	-1.0	1.0	-1.0	-1.0	-2.0	2.0	N	N			U					N	1.0	1.0				-1.0	-2.0	-1.0	0.0		2.0	2.0	-2.0	1.0	-2.0	-2.0	1.0	0.0	0.0	2.0									1	-1	0	0	1	1	1	0	-2	0	-1	-1	0	-2	2	-1	4.0	6.0	15 minutter 2 sekunder
461	12641191	Y	Over_60	S	K	Kvinne	NONE	Er kvinne	Kvinne	N				LG					Lesbisk	N											S				1.0	N		Mindre enn 3 måneder siden	40 ganger eller mer	Y	N	N	1.0	1.0	1.0	1.0	-1.0	0.0	-2.0	-1.0	-2.0	2.0	N	N				N				N	2.0	2.0		0.0	2.0	0.0	-2.0	0.0	0.0	2.0	2.0	2.0	0.0	-2.0	-2.0	-2.0	2.0	0.0	-2.0	2.0									0	0	0	0	0	0	0	0	0	0	-2	-2	-2	-1	-1	-2	5.0	7.0	14 minutter 40 sekunder
462	12641332	Y	30-44	V	NONE	Agender	N		Hun/henne	N			Bi						Bifil	N													N		-1.0	Y		Mindre enn 3 måneder siden	6-9 ganger	Y	N	N	-1.0	-2.0	-2.0	-1.0	-1.0	-1.0	-2.0	-2.0	-2.0	2.0	U	N				N				N		1.0		1.0	2.0	1.0	-1.0	-2.0	1.0	2.0	2.0	2.0	0.0	-2.0	-2.0	-1.0	1.0	-2.0	0.0	1.0									-1	-2	-2	1	1	-2	-1	-1	-2	-2	-2	-2	-2	-2	-1	-2	2.0	6.0	11 minutter 27 sekunder
463	12641385	Y	45-60	O	M		Y		Han	N					Q	Fluid				N										Y					2.0	Y		1-3 år siden	3-5 ganger	Y	N	N	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-1.0	-1.0	-1.0	2.0	N	N				N				N	2.0	-2.0		-2.0	-2.0	1.0	0.0	2.0	-2.0	0.0	2.0	2.0	1.0	2.0	-2.0	1.0	-1.0	2.0	0.0	2.0									2	2	2	2	2	2	2	2	0	1	1	1	2	2	2	2	7.0	1.0	17 minutter 26 sekunder
464	12643723	Y	16-29	T	K		Y		Hun/henne	N			Bi						Bifil	N													N		0.0	U	Usynlig kronisk sykdom med kraftig funksjonsnedsettelse	Mindre enn 3 måneder siden	6-9 ganger	Y	N	N	-1.0	-1.0	1.0	-1.0	-1.0	0.0	-2.0	-2.0	-2.0	2.0	N	U				N				N	2.0	-1.0		1.0	0.0	-1.0	0.0	1.0	0.0	2.0	1.0	2.0	0.0	2.0	-2.0	-1.0	2.0	1.0	2.0	0.0									2	2	2	2	2	2	1	2	2	2	2	2	2	1	2	2	5.0	6.0	18 minutter 1 sekund
465	12645495	Y	16-29	O	K		Y		Hun	N				LG	Q					N										Y					1.0	N		1-3 år siden	1-2 ganger	Y	N	N	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	1.0	N	N				N				N	0.0	0.0		0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0		1.0	0.0									0	0	0	0	0	0	0	0	0	1	1	1	0	-2	2	0	4.0	4.0	24 minutter 16 sekunder
466	12646416	Y	16-29	V	K		Y		Hun/henne	N			Bi		Q				Bifil	N										Y					2.0	Y		Mindre enn 3 måneder siden	3-5 ganger	N	N	N	-1.0	-1.0	-2.0	-1.0	-1.0	-1.0	-2.0	-2.0	-2.0	2.0	N	U			U	N				N		-2.0		-1.0	0.0	0.0	-2.0	1.0	-2.0	1.0	1.0	2.0	-1.0	2.0	-2.0	1.0	2.0	1.0	-2.0	1.0									2	2	2	0	2	1	2	2	1	2	2	2	2	0	2	0	5.0	3.0	11 minutter 46 sekunder
467	12651201	Y	30-44	V	NONE	Transe	N		Hun/ henne	N			Bi						Transe	Y								NONE	Romantisk ,koselig	Y					2.0	Y		1-3 år siden	1-2 ganger	N	N	N	0.0	0.0	0.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0	U	U				N				N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	3.0	14 minutter 55 sekunder
468	12651330	Y	30-44	O	M		Y		Han/ham	N				LG					Homo, skeiv	N										Y					1.0	Y		1-3 år siden	1-2 ganger	Y	N	N	-2.0	-2.0	-2.0	-2.0	-1.0	0.0	-2.0	-2.0	-2.0	2.0	U	N				N				N	0.0	-1.0		-1.0	-1.0	2.0	-2.0	-1.0	0.0	2.0	1.0	2.0	-1.0	2.0	-2.0	-2.0	2.0	0.0	-2.0	2.0									1	1	2	2	1	1	1	1	0	-1	0	0	0	0	2	-2	5.0	3.0	12 minutter 19 sekunder
469	12652162	Y	30-44	V	K	Skeiv, bi	Y		Hun/henne/hen	N			Bi		Q	Fluid			Skeiv	N											S	I			1.0	U	Samisk	Mindre enn 3 måneder siden	10-19 ganger	N	N	N	0.0	-1.0	0.0	-1.0	1.0	-1.0	-1.0	0.0	-1.0	1.0	N	U			U				U		2.0	-1.0		-1.0	-1.0	-2.0	-1.0	2.0	1.0	2.0	2.0	1.0	-2.0	2.0	0.0	-1.0	1.0	1.0	2.0	1.0									2	2	2	2	2	2	2	1	2	1	2	2	2	0	2	1	5.0	5.0	17 minutter 46 sekunder
470	12652215	Y	45-60	O	M		Y		han	N				LG						N													N		2.0	N		Mindre enn 3 måneder siden	3-5 ganger	Y	N	N	-2.0	-2.0	-2.0	-2.0	-1.0	-1.0	-2.0	-2.0	-1.0	1.0	N	N			U					N	1.0	-2.0		-2.0	-1.0	-2.0	1.0	2.0	-1.0	-1.0	-1.0	-1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	-1.0									2	2	-1	1	1	1	1	1	0	1	-1	-1	-1	-2	1	0	6.0	2.0	44 minutter 26 sekunder
471	12652594	Y	45-60	O	K		Y		Hun	N								NONE	Romantisk	N														U	-2.0	N		Mindre enn 3 måneder siden	10-19 ganger	N	N	N	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	2.0	U	U				N				N	0.0	0.0			0.0	-1.0	-2.0	-2.0	0.0	2.0	2.0	2.0	0.0	-1.0	-2.0	-2.0	-1.0	-1.0		1.0									1	1	1	1	-1	0	-1	-1	-1	-2	-2	-2	-2	-2	2	-2	3.0	5.0	13 minutter 35 sekunder
472	12652657	Y	16-29	T	IB		N		hen/hun	U	Ace			LG						Y				LG							S				2.0	Y		3-11 måneder siden	10-19 ganger	Y	N	Y	-2.0	-2.0	-2.0	-2.0	-1.0	1.0	-2.0	-2.0	-1.0	1.0	U	U				N				N	-2.0	-1.0	-2.0	-1.0	0.0	1.0		2.0		1.0	1.0	1.0	0.0	2.0	-1.0	-1.0	0.0	0.0	2.0	0.0									2	2	2	2	2	2	1	1	1	2	0	2	2	1	2	1	4.0	3.0	9 minutter
473	12653100	Y	30-44	O	K		Y		Hun/henne	N			Bi		Q			NONE	Pan, poly og kinky. (Skeiv)	N												I		U	2.0	U	Gående rullestolbruker.	Mindre enn 3 måneder siden	3-5 ganger		Y	N	0.0	-2.0	-2.0	-2.0	0.0	0.0	-2.0	-2.0	-2.0	2.0	N	U			U				U		2.0	-1.0		0.0	0.0	1.0		2.0	0.0	0.0	0.0	2.0	-1.0	1.0	-2.0	-2.0	0.0	0.0	0.0	0.0									2	2	2	2	2	2	1	0	1	2	0	0	2	2	2	0	6.0	4.0	33 minutter 38 sekunder
474	12653226	Y	30-44	O	M		Y		han/ham	N					Q					Y				LG								I			1.0	N		Mindre enn 3 måneder siden	20-39 ganger		Y	N	2.0	2.0	2.0	-2.0	-2.0	-1.0	-2.0	-2.0	-2.0	2.0	N	N				N				N						2.0	-2.0	-2.0		2.0	2.0	2.0	-2.0	-2.0	-2.0	-2.0	2.0	-2.0		2.0									-1	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	1.0	7.0	14 timer 10 minutter 34 sekunder
475	12653550	Y	16-29	V	K	Transkvinne	N		Hun/henne	N			Bi						Skeiv	N										Y					1.0	N		Mindre enn 3 måneder siden	1-2 ganger	Y	N	N	-1.0	-1.0	-2.0	-1.0	-1.0	1.0	-2.0	-2.0	1.0	1.0	Y	Y		Y_Neg						N	-2.0	-1.0		-1.0	-2.0	1.0	2.0	1.0	-1.0	1.0	-1.0	-1.0	1.0	1.0	2.0	2.0	1.0	2.0	2.0	-1.0									2	2	2	2	2	2	2	2	-2	2	-2	1	-1	-2	-2	-2	7.0	2.0	10 minutter 20 sekunder
476	12655124	Y	30-44	O	M	Mann	Y		Han/ham	N			Bi						Biseksuell	Y		Het							Hetero				N		-2.0	N		1-3 år siden	1-2 ganger	Y	N	N	-2.0	1.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	2.0	N	N				N				N	2.0	2.0		0.0		2.0		-1.0		2.0	2.0	2.0	-1.0	1.0	-2.0	1.0	1.0	0.0	1.0	0.0									-1	-1	-1	0	1	0	1	0	0	-2	-1	0	-1	-2	2	0	4.0	6.0	30 minutter 37 sekunder
477	12659363	Y	30-44	O	K	Kvinne	Y		Hun/henne - det vil si at andre bruker dem om meg.	N			Bi						Bifil	N														U	0.0	Y		Mindre enn 3 måneder siden	10-19 ganger		Y	N	2.0	2.0	2.0	2.0	0.0	0.0	-2.0	0.0	-2.0	2.0	N	N				N				N	0.0	0.0	0.0	0.0	0.0	0.0	-2.0	1.0	2.0	2.0	2.0	2.0	-2.0	1.0	-2.0	-2.0	2.0	-2.0		2.0									-1	-1	-1	-1	2	-1	-1	-1	-1	-1	1	-1	0	-2	1	-2	2.0	7.0	54 minutter 37 sekunder
478	12660048	Y	30-44	O	K		Y		Hun/henne	N			Bi						Bifil	N													N		0.0	Y		3-11 måneder siden	1-2 ganger	Y	N	N	-2.0	-2.0	-2.0	-2.0	-1.0	-1.0	-2.0	-2.0	-2.0	2.0	N	N				N				N	2.0	0.0		0.0	0.0	2.0		1.0			0.0	2.0	-1.0	2.0	-1.0		1.0	2.0	2.0										2	2	2	2	2	2	2	2	1	1	1	2	2	0	2	2	7.0	6.0	13 minutter 40 sekunder
479	12660444	Y	16-29	V	K		N		hun/henne	U			Bi			Fluid				N										Y					2.0	Y		3-6 år siden	1-2 ganger	Y	N	N					-1.0	-1.0	-1.0	-1.0	0.0	0.0	Y	U			U				U		0.0	1.0	0.0	-1.0	0.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0	-1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0									1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	6.0	5.0	17 minutter 50 sekunder
480	12661200	Y	30-44	O	K		Y		Hun henne	N			Bi						Bifil	N													N		1.0	N		Mindre enn 3 måneder siden	3-5 ganger		Y	N	-2.0	-2.0	-2.0	-2.0	-1.0	-2.0	-2.0	-2.0	-2.0	2.0	N	N				N				N	-1.0	-1.0		0.0	0.0	-2.0	-2.0	1.0	2.0	2.0	2.0	1.0	-2.0	1.0	-2.0	-2.0	1.0	0.0	2.0	2.0									2	1	-2	1	2	2	1	0	1	0	0	0	0	0	2	1	5.0	7.0	14 minutter 17 sekunder
481	12661221	Y	30-44	O	IB		N		Hen	N			Bi	LG						N										Y					1.0	N		Mindre enn 3 måneder siden	40 ganger eller mer		Y	Y	2.0	1.0	2.0	2.0	1.0	1.0	0.0	1.0	-2.0	2.0	N	N	Y_Pos				Y_Pos				2.0	2.0	2.0	1.0	2.0	-2.0	-2.0	0.0	1.0	2.0	2.0	0.0	-2.0	2.0	-1.0	-2.0	2.0	-1.0	0.0	2.0									0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	3.0	6.0	16 minutter 21 sekunder
482	12661255	Y	30-44	O	K	Kvinne, hun	Y		Hun	N			Bi						Bifil	N												I			-1.0	N		Mindre enn 3 måneder siden	3-5 ganger		Y	N	-1.0	-2.0	-2.0	1.0	-1.0	-1.0	-2.0	-2.0	-2.0	2.0	N	N				N				N	2.0	-2.0		0.0	-1.0	0.0	-2.0	2.0	0.0	2.0	2.0	2.0		1.0	-2.0	-2.0	2.0	-2.0	2.0	0.0									2	0	0	1	2	1	1	1	-1	1	1	1	1	-1	2	1	4.0	3.0	17 minutter 15 sekunder
483	12662906	Y	16-29	O	IB		SU		hun/hen	N			Bi			Fluid				N											S				-2.0	Y		Mindre enn 3 måneder siden	6-9 ganger	Y	N	N	0.0	0.0	0.0	0.0	-2.0	-1.0	-2.0	-2.0	-2.0	2.0	U	U			U				U							2.0	-2.0	-2.0		2.0	0.0	2.0	-2.0	-1.0	-2.0	-2.0	1.0	-1.0	-2.0	2.0									0	0	0	0	0	0	0	0	0	-2	-2	-2	-2	-2	1	-2	4.0	5.0	10 minutter 28 sekunder
484	12663597	Y	30-44	N	K		Y		hun/hen/henne	N			Bi							N													N		-1.0	N		Mindre enn 3 måneder siden	20-39 ganger	Y	N	N	-2.0	-1.0	-1.0	-1.0	0.0	0.0	-2.0	-2.0	-2.0	2.0	N	N				N				N	2.0	1.0		-1.0	-1.0	-1.0	-2.0	1.0	-2.0	2.0	2.0	2.0	-1.0	2.0	-2.0	-2.0	1.0		1.0	1.0									1	2	1	2	1	1	1	0	1	2	1	1	0	0	2	0	5.0	3.0	23 minutter 57 sekunder
485	12664258	Y	Over_60	N	IB	Transseksuell	NONE	Jeg er trans-ciskjønnet.	Hyrr/hym	U			Bi				SU	NONE	Hypomonoseksuell	Y			Bi					NONE	Hypomonoseksuell	Y					-2.0	Y		Mindre enn 3 måneder siden	40 ganger eller mer		Y	N	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	-2.0	Y	Y		Y_Neg		N	Y_Pos				2.0	2.0	2.0	2.0	2.0	0.0	2.0	-2.0	2.0	-2.0	-2.0	2.0	1.0	-2.0	-2.0		-1.0	-2.0	2.0	-2.0									-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	1.0	2.0	15 minutter 12 sekunder
486	12664409	Y	30-44	O	M		Y		Han	N				LG	Q				Homofil	N													N		0.0	N		6 år siden eller mer																																													0.0	2.0	-2.0	2.0	2.0	2.0	-2.0	2.0	2	0	2	2	2	2	0	1	0	0	0	0	2	0	2	2			6 minutter 9 sekunder
487	12664512	Y	45-60	O	K	Skeiv	Y		Hun/henne	N			Bi		Q				Bifil	N											S				-2.0	Y		Mindre enn 3 måneder siden	40 ganger eller mer		Y	Y	0.0	-1.0	-2.0	-1.0	1.0	1.0	0.0	0.0	-2.0	2.0	N	N			U				U		-1.0	-1.0	0.0	-1.0	-1.0	-2.0	-2.0	2.0	1.0	1.0	1.0	2.0	-1.0	1.0	1.0	-2.0	1.0	2.0	1.0	1.0									2	2	2	2	2	2	1	1	1	2	1	1	2	2	2	2	5.0	5.0	11 minutter 27 sekunder
488	12665734	Y	30-44	O	IB		SU		Foretrekker at folk bruker navnet mitt når de omtaler meg/snakker til meg, eller «hen»	N			Bi						Bi	N											S	I			1.0	Y		Mindre enn 3 måneder siden	20-39 ganger		Y	Y	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-2.0	-1.0	-2.0	1.0	U	N	Y_Pos				Y_Pos	Y_Neg			-1.0	-1.0		-1.0	-1.0	-1.0	1.0	1.0	1.0	2.0	2.0	2.0	-1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0									1	1	1	1	2	2	0	0	0	2	2	2	1	1	2	0	7.0	3.0	57 minutter 37 sekunder
489	12666011	Y	Over_60	O	M	homofil	Y		han	N				LG						N											S				2.0	N		Mindre enn 3 måneder siden	40 ganger eller mer		Y	N	0.0	0.0	-1.0	-1.0	-1.0	0.0	-2.0	-1.0	-1.0	1.0	N	U			U					N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	3.0	33 minutter 45 sekunder
490	12666206	Y	16-29	O	M		Y		Han/Ham	N			Bi							SU			Bi									I			1.0	N		3-11 måneder siden	3-5 ganger		Y	N	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	2.0	N	N			U				U		2.0	0.0		0.0	-1.0	2.0	0.0	2.0	0.0	2.0	0.0	1.0	1.0	2.0	-1.0	1.0	0.0	0.0	1.0	1.0									1	2	1	1	1	1	1	0	0	2	1	2	2	2	2	1	6.0	6.0	9 minutter 22 sekunder
491	12667432	Y	45-60	O	IB		N		Jeg/du	N						Fluid				N													N		0.0	Y		Mindre enn 3 måneder siden	6-9 ganger	Y	N	N	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	-2.0	2.0	N	N			U				U		0.0	0.0	0.0	0.0	2.0	2.0	-2.0	0.0	0.0	2.0	0.0	2.0	-2.0	0.0			0.0			2.0									1	1	0	0	0	1	-1	-1	-2	-2	-2	-2	0	-1	0	-2	2.0	7.0	14 minutter 52 sekunder
492	12667743	Y	45-60	O	M		Y		Han	N				LG			SU			SU				LG			SU					I			0.0	N		6 år siden eller mer																																													0.0	0.0	1.0	0.0	1.0	2.0	-1.0	2.0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2			13 minutter 25 sekunder
493	12669161	Y	30-44	O	M		Y		Han	N				LG	Q					N										Y	S	I			2.0	Y		1-3 år siden	1-2 ganger		Y	N	-1.0	-1.0	-1.0	-1.0	-2.0	-1.0	-2.0	-2.0	-1.0	1.0	N	U			U				U		0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0									2	2	2	2	2	2	2	1	1	1	1	1	0	0	2	0	5.0	4.0	2 timer 37 minutter 2 sekunder
494	12669642	Y	16-29	O	K		Y		Hun/henne og de/dem	N				LG	Q	Fluid				SU				LG	Q	Fluid						I			1.0	Y		3-11 måneder siden	1-2 ganger	Y	N	N	-1.0	-1.0	-2.0	-1.0	1.0	1.0	-2.0	-2.0	-2.0	2.0	N	N			U				U		2.0	-1.0		-2.0	1.0	-1.0	-2.0	2.0	0.0	0.0	0.0	1.0	-1.0	2.0	-1.0	-1.0	1.0	1.0	2.0	-2.0									2	2	2	1	2	1	1	1	1	1	1	2	2	1	2	2	5.0	5.0	24 minutter 27 sekunder
495	12671075	Y	16-29	N	IB	Ikke-binær, genderfluid, transmann	N		Han/dem	N	Ace		Bi		Q				Bifil, pan, skeiv, gray-ace	N											S	I			2.0	Y		Mindre enn 3 måneder siden	10-19 ganger	Y	N	N	-1.0	-1.0	0.0	-2.0	0.0	0.0	-2.0	-2.0	-1.0	1.0	Y	Y			U				U		-2.0	-1.0		1.0	-1.0	-1.0	0.0	2.0	-1.0	1.0	1.0	1.0	-1.0	1.0	1.0	-1.0	1.0	1.0	0.0	-1.0									2	2	2	2	2	1	1	1	1	2	1	2	2	1	2	0	6.0	5.0	31 minutter 3 sekunder
496	12671090	Y	16-29	O	SU	demi-jente	SU		Hun/de	N	Ace									Y			Bi							Y					2.0	Y		6 år siden eller mer																																													-2.0	1.0	1.0	-1.0	2.0	2.0	-2.0	2.0	2	2	2	2	2	2	2	1	1	1	2	2	2	1	2	-1			15 minutter 58 sekunder
497	12674434	Y	16-29	V	K	Homo/skeiv/lesbisk	Y		Hun/henne	N			Bi	LG	Q					N														U	2.0	N		3-11 måneder siden	1-2 ganger	Y	N	Y	-1.0	-1.0	-2.0	-2.0	0.0	0.0	-2.0	-2.0	-2.0	2.0	N	Y			U			Y_Neg			2.0	-2.0		-2.0	-2.0		2.0	2.0	-1.0	-1.0	-1.0	-2.0	-1.0	2.0	1.0	1.0	-1.0	1.0	1.0	-1.0									2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	7.0	2.0	15 minutter 55 sekunder
498	12675168	Y	30-44	O	M		Y		han	N				LG					homo	N												I			1.0	U	innvandrer	Mindre enn 3 måneder siden	40 ganger eller mer		Y	N	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-1.0	2.0	N	N				N				N						2.0					2.0	2.0	0.0	-1.0						0.0									-2	-2	-2	-2	-2	-2	0	-2	0	-2	-2	-2	-2	-2	2	0	4.0	4.0	10 minutter 45 sekunder
499	12676590	Y	45-60	O	M		Y		Han	N				LG	Q					N											S	I			1.0	N		1-3 år siden	1-2 ganger	N	N	N	-2.0	-2.0	-2.0	-2.0	-1.0	-2.0	-2.0	-2.0	0.0	2.0	N	U				N			U		-1.0	-1.0	-1.0	-1.0	-1.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	0.0	0.0	2.0	0.0									1	1	1	1	1	2	1	0	0	0	0	1	0	0	1	1	5.0	2.0	24 minutter 32 sekunder
500	12678522	Y	16-29	V	K		Y		Hun	N			Bi		Q	Fluid			Biromantisk-homoseksuell, eller Bifluid	Y		Het	Bi	LG	Q				Biromantisk				N		1.0	N		6 år siden eller mer																																													-2.0	2.0		0.0	1.0	2.0	-2.0	0.0	2	1	0	1	1	2	1	2	2	0	0	0	2	2	2	0			49 minutter 35 sekunder
